line_number,speaker,text,label,file_name
431,TRUMP,A lot of friends of mine want it.,0,20181112_trump_pelosi.tsv
432,TRUMP,A lot of people that Chuck and Nancy know very well want it.,0,20181112_trump_pelosi.tsv
433,TRUMP,I think people you'd like.,0,20181112_trump_pelosi.tsv
434,TRUMP,We have a lot of people that want the job — Chief of Staff.,0,20181112_trump_pelosi.tsv
435,TRUMP,So we'll be seeing what happens very soon.,0,20181112_trump_pelosi.tsv
436,TRUMP,We're in no rush.,0,20181112_trump_pelosi.tsv
437,TRUMP,We're in no rush.,0,20181112_trump_pelosi.tsv
438,QUESTION,Why?,0,20181112_trump_pelosi.tsv
439,QUESTION,"Why no rush, Mr. President?",0,20181112_trump_pelosi.tsv
440,TRUMP,Why?,0,20181112_trump_pelosi.tsv
441,TRUMP,Because we have a wonderful Chief of Staff right now.,0,20181112_trump_pelosi.tsv
442,TRUMP,Just no — we are in no rush.,0,20181112_trump_pelosi.tsv
443,TRUMP,"Over a period of a week or two, or maybe less, we'll announce who it's going to be.",0,20181112_trump_pelosi.tsv
444,TRUMP,But we have a lot of people that want the position.,0,20181112_trump_pelosi.tsv
445,TRUMP,Thank you very much everybody.,0,20181112_trump_pelosi.tsv
446,TRUMP,Thanks.,0,20181112_trump_pelosi.tsv
1,TRUMP,"Thank you, Klaus, very much.",0,20182601_trump_world.tsv
2,TRUMP,"It’s a privilege to be here at this forum where leaders in business, science, art, diplomacy, and world affairs have gathered for many, many years to discuss how we can advance prosperity, security, and peace.",0,20182601_trump_world.tsv
3,TRUMP,I’m here today to represent the interests of the American people and to affirm America’s friendship and partnership in building a better world.,0,20182601_trump_world.tsv
4,TRUMP,"Like all nations represented at this great forum, America hopes for a future in which everyone can prosper, and every child can grow up free from violence, poverty, and fear.",0,20182601_trump_world.tsv
5,TRUMP,"Over the past year, we have made extraordinary strides in the U.S.",0,20182601_trump_world.tsv
6,TRUMP,"We’re lifting up forgotten communities, creating exciting new opportunities, and helping every American find their path to the American Dream — the dream of a great job, a safe home, and a better life for their children.",0,20182601_trump_world.tsv
7,TRUMP,"After years of stagnation, the United States is once again experiencing strong economic growth.",0,20182601_trump_world.tsv
8,TRUMP,"The stock market is smashing one record after another, and has added more than $7 trillion in new wealth since my election.",0,20182601_trump_world.tsv
9,TRUMP,"Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades.",1,20182601_trump_world.tsv
10,TRUMP,"Since my election, we’ve created 2.4 million jobs, and that number is going up very, very substantially.",1,20182601_trump_world.tsv
11,TRUMP,Small-business optimism is at an all-time high.,0,20182601_trump_world.tsv
12,TRUMP,New unemployment claims are near the lowest we’ve seen in almost half a century.,1,20182601_trump_world.tsv
13,TRUMP,"African American unemployment has reached the lowest rate ever recorded in the United States, and so has unemployment among Hispanic Americans.",1,20182601_trump_world.tsv
14,TRUMP,The world is witnessing the resurgence of a strong and prosperous America.,0,20182601_trump_world.tsv
15,TRUMP,I’m here to deliver a simple message:,0,20182601_trump_world.tsv
16,TRUMP,"There has never been a better time to hire, to build, to invest, and to grow in the United States.",0,20182601_trump_world.tsv
17,TRUMP,"America is open for business, and we are competitive once again.",0,20182601_trump_world.tsv
18,TRUMP,"The American economy is by far the largest in the world, and we’ve just enacted the most significant tax cuts and reform in American history.",0,20182601_trump_world.tsv
19,TRUMP,We’ve massively cut taxes for the middle class and small businesses to let working families keep more of their hard-earned money.,0,20182601_trump_world.tsv
20,TRUMP,"We lowered our corporate tax rate from 35 percent, all the way down to 21 percent.",0,20182601_trump_world.tsv
21,TRUMP,"As a result, millions of workers have received tax cut bonuses from their employers in amounts as large as $3,000.",0,20182601_trump_world.tsv
22,TRUMP,"The tax cut bill is expected to raise the average American’s household income by more than $4,000.",1,20182601_trump_world.tsv
23,TRUMP,"The world’s largest company, Apple, announced plans to bring $245 billion in overseas profits home to America.",0,20182601_trump_world.tsv
24,TRUMP,Their total investment into the United States economy will be more than $350 billion over the next five years.,0,20182601_trump_world.tsv
25,TRUMP,"Now is the perfect time to bring your business, your jobs, and your investments to the United States.",0,20182601_trump_world.tsv
26,TRUMP,This is especially true because we have undertaken the most extensive regulatory reduction ever conceived.,1,20182601_trump_world.tsv
27,TRUMP,Regulation is stealth taxation.,0,20182601_trump_world.tsv
28,TRUMP,"The U.S., like many other countries, unelected bureaucrats — and we have — believe me, we have them all over the place — and they’ve imposed crushing and anti-business and anti-worker regulations on our citizens with no vote, no legislative debate, and no real accountability.",0,20182601_trump_world.tsv
29,TRUMP,"In America, those days are over.",0,20182601_trump_world.tsv
30,TRUMP,I pledged to eliminate two unnecessary regulations for every one new regulation.,0,20182601_trump_world.tsv
31,TRUMP,We have succeeded beyond our highest expectations.,0,20182601_trump_world.tsv
32,TRUMP,"Instead of 2 for 1, we have cut 22 burdensome regulations for every 1 new rule.",0,20182601_trump_world.tsv
33,TRUMP,We are freeing our businesses and workers so they can thrive and flourish as never before.,0,20182601_trump_world.tsv
34,TRUMP,"We are creating an environment that attracts capital, invites investment, and rewards production.",0,20182601_trump_world.tsv
35,TRUMP,America is the place to do business.,0,20182601_trump_world.tsv
36,TRUMP,"So come to America, where you can innovate, create, and build.",0,20182601_trump_world.tsv
37,TRUMP,I believe in America.,0,20182601_trump_world.tsv
38,TRUMP,"As President of the United States, I will always put America first, just like the leaders of other countries should put their country first also.",0,20182601_trump_world.tsv
39,TRUMP,But America first does not mean America alone.,0,20182601_trump_world.tsv
40,TRUMP,"When the United States grows, so does the world.",0,20182601_trump_world.tsv
41,TRUMP,"American prosperity has created countless jobs all around the globe, and the drive for excellence, creativity, and innovation in the U.S. has led to important discoveries that help people everywhere live more prosperous and far healthier lives.",0,20182601_trump_world.tsv
42,TRUMP,"As the United States pursues domestic reforms to unleash jobs and growth, we are also working to reform the international trading system so that it promotes broadly shared prosperity and rewards to those who play by the rules.",0,20182601_trump_world.tsv
43,TRUMP,We cannot have free and open trade if some countries exploit the system at the expense of others.,0,20182601_trump_world.tsv
44,TRUMP,"We support free trade, but it needs to be fair and it needs to be reciprocal.",0,20182601_trump_world.tsv
45,TRUMP,"Because, in the end, unfair trade undermines us all.",0,20182601_trump_world.tsv
46,TRUMP,"The United States will no longer turn a blind eye to unfair economic practices, including massive intellectual property theft, industrial subsidies, and pervasive state-led economic planning.",0,20182601_trump_world.tsv
47,TRUMP,"These and other predatory behaviors are distorting the global markets and harming businesses and workers, not just in the U.S., but around the globe.",0,20182601_trump_world.tsv
48,TRUMP,"Just like we expect the leaders of other countries to protect their interests, as President of the United States, I will always protect the interests of our country, our companies, and our workers.",0,20182601_trump_world.tsv
49,TRUMP,We will enforce our trade laws and restore integrity to our trading system.,0,20182601_trump_world.tsv
50,TRUMP,Only by insisting on fair and reciprocal trade can we create a system that works not just for the U.S. but for all nations.,0,20182601_trump_world.tsv
51,TRUMP,"As I have said, the United States is prepared to negotiate mutually beneficial, bilateral trade agreements with all countries.",0,20182601_trump_world.tsv
52,TRUMP,"This will include the countries in TPP, which are very important.",0,20182601_trump_world.tsv
53,TRUMP,We have agreements with several of them already.,0,20182601_trump_world.tsv
54,TRUMP,"We would consider negotiating with the rest, either individually, or perhaps as a group, if it is in the interests of all.",0,20182601_trump_world.tsv
55,TRUMP,My administration is also taking swift action in other ways to restore American confidence and independence.,0,20182601_trump_world.tsv
56,TRUMP,"We are lifting self-imposed restrictions on energy production to provide affordable power to our citizens and businesses, and to promote energy security for our friends all around the world.",0,20182601_trump_world.tsv
57,TRUMP,No country should be held hostage to a single provider of energy.,0,20182601_trump_world.tsv
58,TRUMP,"America is roaring back, and now is the time to invest in the future of America.",0,20182601_trump_world.tsv
59,TRUMP,We have dramatically cut taxes to make America competitive.,0,20182601_trump_world.tsv
60,TRUMP,We are eliminating burdensome regulations at a record pace.,0,20182601_trump_world.tsv
61,TRUMP,"We are reforming the bureaucracy to make it lean, responsive, and accountable.",0,20182601_trump_world.tsv
62,TRUMP,And we are ensuring our laws are enforced fairly.,0,20182601_trump_world.tsv
63,TRUMP,"We have the best colleges and universities in the world, and we have the best workers in the world.",0,20182601_trump_world.tsv
64,TRUMP,Energy is abundant and affordable.,0,20182601_trump_world.tsv
65,TRUMP,There has never been a better time to come to America.,0,20182601_trump_world.tsv
66,TRUMP,We are also making historic investments in the American military because we cannot have prosperity without security.,0,20182601_trump_world.tsv
67,TRUMP,"To make the world safer from rogue regimes, terrorism, and revisionist powers, we are asking our friends and allies to invest in their own defenses and to meet their financial obligations.",0,20182601_trump_world.tsv
68,TRUMP,Our common security requires everyone to contribute their fair share.,0,20182601_trump_world.tsv
69,TRUMP,"My administration is proud to have led historic efforts, at the United Nations Security Council and all around the world, to unite all civilized nations in our campaign of maximum pressure to de-nuke the Korean Peninsula.",0,20182601_trump_world.tsv
70,TRUMP,We continue to call on partners to confront Iran’s support for terrorists and block Iran’s path to a nuclear weapon.,0,20182601_trump_world.tsv
71,TRUMP,"We’re also working with allies and partners to destroy jihadist terrorist organizations such as ISIS, and very successfully so.",0,20182601_trump_world.tsv
72,TRUMP,"The United States is leading a very broad coalition to deny terrorists control of their territory and populations, to cut off their funding, and to discredit their wicked ideology.",0,20182601_trump_world.tsv
73,TRUMP,I am pleased to report that the coalition to defeat ISIS has retaken almost 100 percent of the territory once held by these killers in Iraq and Syria.,1,20182601_trump_world.tsv
74,TRUMP,There is still more fighting and work to be done and to consolidate our gains.,0,20182601_trump_world.tsv
75,TRUMP,We are committed to ensuring that Afghanistan never again becomes a safe haven for terrorists who want to commit mass murder to our civilian populations.,0,20182601_trump_world.tsv
76,TRUMP,I want to thank those nations represented here today that have joined in these crucial efforts.,0,20182601_trump_world.tsv
77,TRUMP,"You are not just securing your own citizens, but saving lives and restoring hope for millions and millions of people.",0,20182601_trump_world.tsv
78,TRUMP,"When it comes to terrorism, we will do whatever is necessary to protect our nation.",0,20182601_trump_world.tsv
79,TRUMP,We will defend our citizens and our borders.,0,20182601_trump_world.tsv
80,TRUMP,"We are also securing our immigration system, as a matter of both national and economic security.",0,20182601_trump_world.tsv
81,TRUMP,"America is a cutting-edge economy, but our immigration system is stuck in the past.",0,20182601_trump_world.tsv
82,TRUMP,"We must replace our current system of extended-family chain migration with a merit-based system of admissions that selects new arrivals based on their ability to contribute to our economy, to support themselves financially, and to strengthen our country.",0,20182601_trump_world.tsv
83,TRUMP,"In rebuilding America, we are also fully committed to developing our workforce.",0,20182601_trump_world.tsv
84,TRUMP,"We are lifting people from dependence to independence, because we know the single best anti-poverty program is a very simple and very beautiful paycheck.",0,20182601_trump_world.tsv
85,TRUMP,"To be successful, it is not enough to invest in our economy.",0,20182601_trump_world.tsv
86,TRUMP,We must invest in our people.,0,20182601_trump_world.tsv
87,TRUMP,"When people are forgotten, the world becomes fractured.",0,20182601_trump_world.tsv
88,TRUMP,Only by hearing and responding to the voices of the forgotten can we create a bright future that is truly shared by all.,0,20182601_trump_world.tsv
89,TRUMP,The nation’s greatness is more than the sum of its production.,0,20182601_trump_world.tsv
90,TRUMP,"A nation’s greatness is the sum of its citizens: the values, pride, love, devotion, and character of the people who call that nation home.",0,20182601_trump_world.tsv
91,TRUMP,"From my first international G7 Summit, to the G20, to the U.N. General Assembly, to APEC, to the World Trade Organization, and today at the World Economic Forum, my administration has not only been present, but has driven our message that we are all stronger when free, sovereign nations cooperate toward shared goals and they cooperate toward shared dreams.",0,20182601_trump_world.tsv
92,TRUMP,Represented in this room are some of the remarkable citizens from all over the world.,0,20182601_trump_world.tsv
93,TRUMP,"You are national leaders, business titans, industry giants, and many of the brightest minds in many fields.",0,20182601_trump_world.tsv
94,TRUMP,"Each of you has the power to change hearts, transform lives, and shape your countries’ destinies.",0,20182601_trump_world.tsv
95,TRUMP,"With this power comes an obligation, however — a duty of loyalty to the people, workers, and customers who have made you who you are.",0,20182601_trump_world.tsv
96,TRUMP,"So together, let us resolve to use our power, our resources, and our voices, not just for ourselves, but for our people — to lift their burdens, to raise their hopes, and to empower their dreams; to protect their families, their communities, their histories, and their futures.",0,20182601_trump_world.tsv
97,TRUMP,"That’s what we’re doing in America, and the results are totally unmistakable.",0,20182601_trump_world.tsv
98,TRUMP,It’s why new businesses and investment are flooding in.,0,20182601_trump_world.tsv
99,TRUMP,It’s why our unemployment rate is the lowest it’s been in so many decades.,0,20182601_trump_world.tsv
100,TRUMP,It’s why America’s future has never been brighter.,0,20182601_trump_world.tsv
101,TRUMP,"Today, I am inviting all of you to become part of this incredible future we are building together.",0,20182601_trump_world.tsv
102,TRUMP,"Thank you to our hosts, thank you to the leaders and innovators in the audience.",0,20182601_trump_world.tsv
103,TRUMP,"But most importantly, thank you to all of the hardworking men and women who do their duty each and every day, making this a better world for everyone.",0,20182601_trump_world.tsv
104,TRUMP,"Together, let us send our love and our gratitude to make them, because they really make our countries run.",0,20182601_trump_world.tsv
105,TRUMP,They make our countries great.,0,20182601_trump_world.tsv
106,TRUMP,"Thank you, and God bless you all.",0,20182601_trump_world.tsv
107,TRUMP,Thank you very much.,0,20182601_trump_world.tsv
108,SYSTEM,(APPLAUSE),0,20182601_trump_world.tsv
109,TRUMP,Thank you very much.,0,20182601_trump_world.tsv
